spotify_track_uri,ts,platform,ms_played,track_name,artist_name,album_name,reason_start,reason_end,shuffle,skipped,Day_name,Month_name,Year_name
1qrtIWJwS62EVVv976tYXh,19-08-2016,android,2733,"Orange Blossom Special - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison,fwdbtn,fwdbtn,FALSE,FALSE,Fri,Aug,2016
7xrODhgXFNVsRtKoyt5rJo,19-08-2016,android,86739,"Cocaine Blues - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,At Folsom Prison,fwdbtn,logout,FALSE,FALSE,Fri,Aug,2016
7xrODhgXFNVsRtKoyt5rJo,19-08-2016,android,98094,"Cocaine Blues - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,At Folsom Prison,appload,trackdone,TRUE,FALSE,Fri,Aug,2016
0ry355UoTbc3NScBC2F3jA,19-08-2016,android,105573,"I Got Stripes - Live at Folsom State Prison, Folsom, CA (2nd Show) - January 1968",Johnny Cash,At Folsom Prison,trackdone,trackdone,TRUE,FALSE,Fri,Aug,2016
40kj6F2dst12FXtRW7mqOc,19-08-2016,android,0,"Send a Picture of Mother - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,At Folsom Prison,trackdone,fwdbtn,TRUE,FALSE,Fri,Aug,2016
7D5WsIISgiaBTfgubAuU4Z,19-08-2016,android,162173,"Give My Love to Rose - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,At Folsom Prison,fwdbtn,trackdone,TRUE,FALSE,Fri,Aug,2016
41HOgdemYjFSPffuBMdwzG,19-08-2016,android,3724,"Jackson - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,At Folsom Prison,trackdone,fwdbtn,TRUE,FALSE,Fri,Aug,2016
59n3HqfAMEpFFEAuBQQCOC,19-08-2016,android,4559,"Flushed from the Bathroom of Your Heart - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,At Folsom Prison,fwdbtn,fwdbtn,TRUE,FALSE,Fri,Aug,2016
529UhNRfvKmId4ZL7cvRDm,19-08-2016,android,174949,"Greystone Chapel - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,At Folsom Prison,fwdbtn,fwdbtn,TRUE,FALSE,Fri,Aug,2016
1qrtIWJwS62EVVv976tYXh,19-08-2016,android,3456,"Orange Blossom Special - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison,fwdbtn,fwdbtn,TRUE,FALSE,Fri,Aug,2016
2fDHuS1PTkHBbCWWZF1ph9,19-08-2016,android,2187,"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,At Folsom Prison,fwdbtn,fwdbtn,TRUE,FALSE,Fri,Aug,2016
28q8XYvQtuRtTnkZoKBTB1,19-08-2016,android,96589,"The Wall - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,At Folsom Prison,fwdbtn,fwdbtn,TRUE,FALSE,Fri,Aug,2016
0rE8nugfCMtsC3mzNukV8Z,19-08-2016,android,184851,"Dark as the Dungeon - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,At Folsom Prison,fwdbtn,fwdbtn,TRUE,FALSE,Fri,Aug,2016
1MD5D5cFRKBAwbooPvifjN,19-08-2016,android,4408,"The Long Black Veil - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison,fwdbtn,fwdbtn,TRUE,FALSE,Fri,Aug,2016
2EaCm5PYjpwuIvRo3ZfEFe,19-08-2016,android,368093,"25 Minutes to Go - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison,fwdbtn,fwdbtn,TRUE,FALSE,Fri,Aug,2016
2dLzyrwHEEK8umYoOYaSPc,19-08-2016,android,94040,"I Still Miss Someone - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison,fwdbtn,endplay,TRUE,FALSE,Fri,Aug,2016
5ifX0FhGoljScuqQtNRAyL,19-08-2016,android,242640,"Wanted Man - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,At San Quentin,clickrow,trackdone,TRUE,FALSE,Fri,Aug,2016
2tGbfj0sLly8SQZjmLoXab,19-08-2016,android,27589,"Darlin' Companion - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,At San Quentin,trackdone,endplay,TRUE,FALSE,Fri,Aug,2016
3p7OmxLI7uasPg2WP0eqoN,20-08-2016,android,203880,"Wreck of the Old 97 - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,At San Quentin,clickrow,trackdone,TRUE,FALSE,Sat,Aug,2016
4cezgEHMXLDu0bDMP0MFT2,20-08-2016,android,9603,"Folsom Prison Blues - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,At San Quentin,trackdone,endplay,TRUE,FALSE,Sat,Aug,2016
2bItf9pag16H6HtjLOqzSS,20-08-2016,android,134573,"I Walk the Line - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,At San Quentin,clickrow,trackdone,TRUE,FALSE,Sat,Aug,2016
2tGbfj0sLly8SQZjmLoXab,20-08-2016,android,428320,"Darlin' Companion - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,At San Quentin,trackdone,trackdone,FALSE,FALSE,Sat,Aug,2016
5lT6QdEC0h3kmR9FkojwbP,20-08-2016,android,142306,"Starkville City Jail - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,At San Quentin,trackdone,trackdone,FALSE,FALSE,Sat,Aug,2016
2g34T4Zs54pTRR1AYTjobc,20-08-2016,android,227853,"San Quentin - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,At San Quentin,trackdone,trackdone,FALSE,FALSE,Sat,Aug,2016
6oITpHnMfc7R7wTLGvrjWD,20-08-2016,android,184853,"San Quentin (Reprise) - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,At San Quentin,trackdone,trackdone,FALSE,FALSE,Sat,Aug,2016
5xMNjx7uqCzMpJZSo4Wq55,20-08-2016,android,233813,"A Boy Named Sue - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,At San Quentin,trackdone,trackdone,FALSE,FALSE,Sat,Aug,2016
340h3gioTsoNSIM7wPwOVn,20-08-2016,android,157453,"(There'll Be) Peace in the Valley - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,At San Quentin,trackdone,trackdone,FALSE,FALSE,Sat,Aug,2016
4cezgEHMXLDu0bDMP0MFT2,20-08-2016,android,89373,"Folsom Prison Blues - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,At San Quentin,trackdone,trackdone,FALSE,FALSE,Sat,Aug,2016
5xMNjx7uqCzMpJZSo4Wq55,20-08-2016,android,210966,"A Boy Named Sue - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,At San Quentin,clickrow,logout,FALSE,FALSE,Sat,Aug,2016
2fDHuS1PTkHBbCWWZF1ph9,20-08-2016,android,167175,"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,At Folsom Prison,clickrow,trackdone,FALSE,FALSE,Sat,Aug,2016
0rE8nugfCMtsC3mzNukV8Z,20-08-2016,android,187706,"Dark as the Dungeon - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,At Folsom Prison,trackdone,trackdone,FALSE,FALSE,Sat,Aug,2016
2dLzyrwHEEK8umYoOYaSPc,20-08-2016,android,96960,"I Still Miss Someone - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison,trackdone,trackdone,FALSE,FALSE,Sat,Aug,2016
7xrODhgXFNVsRtKoyt5rJo,20-08-2016,android,183253,"Cocaine Blues - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,At Folsom Prison,trackdone,trackdone,FALSE,FALSE,Sat,Aug,2016
2EaCm5PYjpwuIvRo3ZfEFe,20-08-2016,android,230317,"25 Minutes to Go - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison,trackdone,trackdone,FALSE,FALSE,Sat,Aug,2016
1qrtIWJwS62EVVv976tYXh,20-08-2016,android,181813,"Orange Blossom Special - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison,trackdone,trackdone,FALSE,FALSE,Sat,Aug,2016
1MD5D5cFRKBAwbooPvifjN,20-08-2016,android,239320,"The Long Black Veil - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison,trackdone,trackdone,FALSE,FALSE,Sat,Aug,2016
40kj6F2dst12FXtRW7mqOc,20-08-2016,android,130720,"Send a Picture of Mother - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,At Folsom Prison,trackdone,trackdone,FALSE,FALSE,Sat,Aug,2016
28q8XYvQtuRtTnkZoKBTB1,20-08-2016,android,114746,"The Wall - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,At Folsom Prison,trackdone,trackdone,FALSE,FALSE,Sat,Aug,2016
2DATiJtJ75vDhCL59LWhlI,20-08-2016,android,76946,"Dirty Old Egg-Suckin' Dog - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison,trackdone,trackdone,FALSE,FALSE,Sat,Aug,2016
59n3HqfAMEpFFEAuBQQCOC,20-08-2016,android,161840,"Flushed from the Bathroom of Your Heart - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,At Folsom Prison,trackdone,trackdone,FALSE,FALSE,Sat,Aug,2016
41HOgdemYjFSPffuBMdwzG,20-08-2016,android,176720,"Jackson - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,At Folsom Prison,trackdone,trackdone,FALSE,FALSE,Sat,Aug,2016
7D5WsIISgiaBTfgubAuU4Z,20-08-2016,android,162173,"Give My Love to Rose - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,At Folsom Prison,trackdone,trackdone,FALSE,FALSE,Sat,Aug,2016
0ry355UoTbc3NScBC2F3jA,20-08-2016,android,105573,"I Got Stripes - Live at Folsom State Prison, Folsom, CA (2nd Show) - January 1968",Johnny Cash,At Folsom Prison,trackdone,trackdone,FALSE,FALSE,Sat,Aug,2016
49NfiXJHlZoexjMjqWIPQQ,20-08-2016,android,182386,"Green, Green Grass of Home - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,At Folsom Prison,trackdone,trackdone,FALSE,FALSE,Sat,Aug,2016
529UhNRfvKmId4ZL7cvRDm,20-08-2016,android,208375,"Greystone Chapel - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,At Folsom Prison,trackdone,endplay,FALSE,FALSE,Sat,Aug,2016
2g34T4Zs54pTRR1AYTjobc,20-08-2016,android,227853,"San Quentin - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,At San Quentin,clickrow,trackdone,FALSE,FALSE,Sat,Aug,2016
6oITpHnMfc7R7wTLGvrjWD,20-08-2016,android,184853,"San Quentin (Reprise) - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,At San Quentin,trackdone,trackdone,FALSE,FALSE,Sat,Aug,2016
5xMNjx7uqCzMpJZSo4Wq55,20-08-2016,android,227812,"A Boy Named Sue - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,At San Quentin,trackdone,endplay,FALSE,FALSE,Sat,Aug,2016
3Vq1gRj4U2HQ4uLBbT9y9U,20-08-2016,android,8268,Happy Home,Lukas Graham,Lukas Graham,clickrow,endplay,FALSE,FALSE,Sat,Aug,2016
3Vq1gRj4U2HQ4uLBbT9y9U,20-08-2016,android,218733,Happy Home,Lukas Graham,Lukas Graham,clickrow,trackdone,FALSE,FALSE,Sat,Aug,2016
3xi7d2yGx09UKMAAr7A3az,20-08-2016,android,10684,Drunk in the Morning,Lukas Graham,Lukas Graham,trackdone,endplay,FALSE,FALSE,Sat,Aug,2016
630aEV7ZOzv5BcWxzXFokR,20-08-2016,android,240907,Funeral,Lukas Graham,Lukas Graham,clickrow,endplay,FALSE,FALSE,Sat,Aug,2016
3oEprdWhB9D8eRrnI9sGgl,20-08-2016,android,111426,Introduction,B.B. King,Live In Cook County Jail,clickrow,trackdone,FALSE,FALSE,Sat,Aug,2016
79kfQGvYnHWKEoO8Y1XWty,20-08-2016,android,75879,Every Day I Have The Blues,B.B. King,Live In Cook County Jail,trackdone,endplay,FALSE,FALSE,Sat,Aug,2016
64TfFd7POUVMkdIP6xO792,20-08-2016,android,6969,Just Because - 2004 DSD remaster,Elvis Presley,Elvis At Sun,clickrow,endplay,FALSE,FALSE,Sat,Aug,2016
1WKzQp7B54mvnuZAykFEp5,20-08-2016,android,155666,Harbor Lights - 2004 DSD remaster,Elvis Presley,Elvis At Sun,clickrow,trackdone,FALSE,FALSE,Sat,Aug,2016
02uCoFDzEeVfXAFTUh0jkO,20-08-2016,android,330,I Don't Care If The Sun Don't Shine - 2004 DSD remaster,Elvis Presley,Elvis At Sun,clickrow,endplay,FALSE,FALSE,Sat,Aug,2016
382tswmej77jjjwBL5rW9w,20-08-2016,android,112809,I Love You Because - Take 2,Elvis Presley,Elvis At Sun,trackdone,endplay,FALSE,FALSE,Sat,Aug,2016
64TfFd7POUVMkdIP6xO792,20-08-2016,android,152000,Just Because - 2004 DSD remaster,Elvis Presley,Elvis At Sun,clickrow,trackdone,FALSE,FALSE,Sat,Aug,2016
7alKChm0TfRszFSQX7D7l1,20-08-2016,android,150,Good Rockin' Tonight,Elvis Presley,Elvis At Sun,trackdone,endplay,FALSE,FALSE,Sat,Aug,2016
08EU4DER9ITHojVTrOvTsP,20-08-2016,android,156000,"I'm Left, You're Right, She's Gone",Elvis Presley,Elvis At Sun,clickrow,trackdone,FALSE,FALSE,Sat,Aug,2016
1kvHdSgmyIQjg6MKaVnIsq,20-08-2016,android,1342,"Baby, Let's Play House - Remastered",Elvis Presley,Elvis At Sun,trackdone,endplay,FALSE,FALSE,Sat,Aug,2016
5wiSvJf7926YmB4XXGwiIT,20-08-2016,android,1001,I Forgot To Remember To Forget - 2004 DSD remaster,Elvis Presley,Elvis At Sun,clickrow,endplay,FALSE,FALSE,Sat,Aug,2016
5wiSvJf7926YmB4XXGwiIT,20-08-2016,android,148240,I Forgot To Remember To Forget - 2004 DSD remaster,Elvis Presley,Elvis At Sun,clickrow,trackdone,FALSE,FALSE,Sat,Aug,2016
4LCoCwnv3R54Gbnj7aLr3f,20-08-2016,android,3780,Mystery Train - Remastered,Elvis Presley,Elvis At Sun,trackdone,endplay,FALSE,FALSE,Sat,Aug,2016
26SLgIz5VmRhCMFliySqoa,20-08-2016,android,114483,"When It Rains, It Really Pours - 2004 DSD remaster",Elvis Presley,Elvis At Sun,clickrow,endplay,FALSE,FALSE,Sat,Aug,2016
6XIxpCZ2yLrHttSxzFWaqW,20-08-2016,android,10739,My Way,Elvis Presley,Elvis Sings,clickrow,endplay,FALSE,FALSE,Sat,Aug,2016
6lTTzSk1hRrxp4VMwXBp2l,20-08-2016,android,263796,My Way,Frank Sinatra,Ultimate Sinatra,clickrow,endplay,FALSE,FALSE,Sat,Aug,2016
0shGCs5AkhwJIgUb0SSz2B,20-08-2016,android,152555,The Way You Look Tonight,Frank Sinatra,Ultimate Sinatra,clickrow,unexpected-exit-while-paused,FALSE,FALSE,Sat,Aug,2016
14Evt01gsIZVICaK7lWA29,21-08-2016,android,242626,Titus Was Born,Young the Giant,Home of the Strange,clickrow,trackdone,FALSE,FALSE,Sun,Aug,2016
5ervA7lbl13K2ekOUFmgKe,21-08-2016,android,220813,Jungle Youth,Young the Giant,Home of the Strange,trackdone,trackdone,TRUE,FALSE,Sun,Aug,2016
4gbKtqZDkNl6MrScQhfCt9,21-08-2016,android,191746,Mr. Know-It-All,Young the Giant,Home of the Strange,trackdone,trackdone,TRUE,FALSE,Sun,Aug,2016
6L3VWDPDTQkQFkqvmpAUMU,21-08-2016,android,228466,Something to Believe In,Young the Giant,Home of the Strange,trackdone,trackdone,TRUE,FALSE,Sun,Aug,2016
6pqKbOiVd58jcnxqIB10Ra,21-08-2016,android,24821,Amerika,Young the Giant,Home of the Strange,trackdone,fwdbtn,TRUE,FALSE,Sun,Aug,2016
3XqdYTHbYWw2haLim9Kwfc,21-08-2016,android,243640,Art Exhibit,Young the Giant,Home of the Strange,fwdbtn,trackdone,TRUE,FALSE,Sun,Aug,2016
5StPH4TQc6UYYgfu10yMiR,21-08-2016,android,75099,Home of the Strange,Young the Giant,Home of the Strange,trackdone,unexpected-exit-while-paused,TRUE,FALSE,Sun,Aug,2016
2EaCm5PYjpwuIvRo3ZfEFe,21-08-2016,android,180360,"25 Minutes to Go - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,At Folsom Prison,clickrow,endplay,TRUE,FALSE,Sun,Aug,2016
28q8XYvQtuRtTnkZoKBTB1,21-08-2016,android,91333,"The Wall - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash,At Folsom Prison,clickrow,endplay,TRUE,FALSE,Sun,Aug,2016
5xMNjx7uqCzMpJZSo4Wq55,21-08-2016,android,220486,"A Boy Named Sue - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,At San Quentin,clickrow,logout,TRUE,FALSE,Sun,Aug,2016
2SxPaqZ8FuBV02tSwL7y6g,21-08-2016,android,154505,Mind Games,BANKS,Mind Games,clickrow,logout,FALSE,FALSE,Sun,Aug,2016
5lT6QdEC0h3kmR9FkojwbP,21-08-2016,android,1903,"Starkville City Jail - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,At San Quentin,clickrow,endplay,FALSE,FALSE,Sun,Aug,2016
2g34T4Zs54pTRR1AYTjobc,21-08-2016,android,227853,"San Quentin - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,At San Quentin,clickrow,trackdone,FALSE,FALSE,Sun,Aug,2016
6oITpHnMfc7R7wTLGvrjWD,21-08-2016,android,184853,"San Quentin (Reprise) - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,At San Quentin,trackdone,trackdone,FALSE,FALSE,Sun,Aug,2016
5xMNjx7uqCzMpJZSo4Wq55,22-08-2016,android,228351,"A Boy Named Sue - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,At San Quentin,trackdone,logout,FALSE,FALSE,Mon,Aug,2016
5xMNjx7uqCzMpJZSo4Wq55,22-08-2016,android,7565,"A Boy Named Sue - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,At San Quentin,appload,trackdone,FALSE,FALSE,Mon,Aug,2016
2Cy7QY8HPLk925AyNAt6OG,22-08-2016,android,110236,Black or White - Single Version,Michael Jackson,The Essential Michael Jackson,clickrow,unexpected-exit-while-paused,FALSE,FALSE,Mon,Aug,2016
2Cy7QY8HPLk925AyNAt6OG,22-08-2016,android,11699,Black or White - Single Version,Michael Jackson,The Essential Michael Jackson,appload,endplay,FALSE,FALSE,Mon,Aug,2016
2Cy9IsYNJUHc9Kr69CmgOE,22-08-2016,android,175440,Fuck With Myself,BANKS,Fuck With Myself,clickrow,trackdone,FALSE,FALSE,Mon,Aug,2016
1je8teAQYtOnzG7c10MTw5,22-08-2016,android,186333,Gemini Feed,BANKS,Gemini Feed,trackdone,trackdone,FALSE,FALSE,Mon,Aug,2016
2SxPaqZ8FuBV02tSwL7y6g,22-08-2016,android,289120,Mind Games,BANKS,Mind Games,trackdone,trackdone,FALSE,FALSE,Mon,Aug,2016
7eEp1mm5xRfPMpilLFUKwX,23-08-2016,android,66892,Pharaoh's Dance,Miles Davis,Bitches Brew,clickrow,endplay,FALSE,FALSE,Tue,Aug,2016
3UR7rApi0s3GxDOdOgCKcQ,23-08-2016,android,226959,Yesterday,Frank Sinatra,My Way,clickrow,endplay,FALSE,FALSE,Tue,Aug,2016
7Dprt8s1FohodJYtCNcM4a,23-08-2016,android,102286,In My Life,Johnny Cash,American IV: The Man Comes Around,clickrow,endplay,FALSE,FALSE,Tue,Aug,2016
10kjZplY31JdsnAEc8RYJb,23-08-2016,android,3412,Something,Frank Sinatra,"Trilogy: Past, Present & Future",clickrow,unexpected-exit-while-paused,FALSE,FALSE,Tue,Aug,2016
3PrSkfXWna1ELbTNBDYnjL,24-08-2016,android,89229,Midnight Special,Little Richard,King Of Rock And Roll,clickrow,endplay,FALSE,FALSE,Wed,Aug,2016
76edyotr4qrMEKVyQuAJZs,24-08-2016,android,39072,Brown Sugar,Little Richard,King Of Rock And Roll,clickrow,endplay,FALSE,FALSE,Wed,Aug,2016
6o0ZMXKiA1p7WqBZ0YEs0W,24-08-2016,android,27331,Born on the Bayou,Little Richard,King Of Rock And Roll,clickrow,endplay,FALSE,FALSE,Wed,Aug,2016
6dcjJ9ZAKGKLeNsJyqeiAa,24-08-2016,android,30439,I Saw Her Standing There,Little Richard,The Rill Thing,clickrow,endplay,FALSE,FALSE,Wed,Aug,2016
2a7ojCoiwjNXokxefSUU0a,24-08-2016,android,14901,Long Tall Sally,Little Richard,The Essential Little Richard,clickrow,endplay,FALSE,FALSE,Wed,Aug,2016
6KrA1XLt4tatVEddfjABZg,24-08-2016,android,2890,Good Golly Miss Molly,Little Richard,The Essential Little Richard,clickrow,endplay,FALSE,FALSE,Wed,Aug,2016
4ZnqFqoT9TFKWR6fUmrmho,24-08-2016,android,75521,Tutti Frutti,Little Richard,The Essential Little Richard,clickrow,endplay,FALSE,FALSE,Wed,Aug,2016
4ZfvAqKSJzcOPXigoqz0Cm,24-08-2016,android,141853,Lucille,Little Richard,"The Very Best Of ""Little Richard""",clickrow,trackdone,FALSE,FALSE,Wed,Aug,2016
69uBrPjVfsOcDAytyEx5gQ,24-08-2016,android,20600,Send Me Some Lovin',Little Richard,"The Very Best Of ""Little Richard""",trackdone,endplay,FALSE,FALSE,Wed,Aug,2016
30XI5h6NuVVHYQQgW1A0lc,24-08-2016,android,21871,Words Of Love - Single Version,Buddy Holly,The Definitive Collection,clickrow,endplay,FALSE,FALSE,Wed,Aug,2016
3L7bHEb6hON1Jsh348fonV,24-08-2016,android,77804,Peggy Sue - Single Version,Buddy Holly,The Definitive Collection,clickrow,endplay,FALSE,FALSE,Wed,Aug,2016
61CFZkuoslI9rgw7LTaoOF,24-08-2016,android,56613,Redemption Song,Bob Marley & The Wailers,Legend,clickrow,endplay,FALSE,FALSE,Wed,Aug,2016
4MJs5mmZTguez0iCSnURk6,24-08-2016,android,8856,Wouldn't It Be Nice,The Beach Boys,Pet Sounds,clickrow,endplay,FALSE,FALSE,Wed,Aug,2016
1HFoO5EdFw6emUIf8GofxH,24-08-2016,iOS,166213,Who Loves the Sun - 2015 Remaster,The Velvet Underground,Loaded,clickrow,trackdone,FALSE,FALSE,Wed,Aug,2016
2PvpzJMxUqgrQxt5aM9jwy,24-08-2016,iOS,246306,Sweet Jane - Full Length Version; 2015 Remaster,The Velvet Underground,Loaded,trackdone,trackdone,FALSE,FALSE,Wed,Aug,2016
0ZfP7K8NoyJRjEfWWk8Mlv,24-08-2016,iOS,283000,Rock & Roll - Full Length Version; 2015 Remaster,The Velvet Underground,Loaded,trackdone,trackdone,FALSE,FALSE,Wed,Aug,2016
4Hh6Q9GhhE8DeON2iUtYMT,24-08-2016,iOS,185333,Cool It Down - 2015 Remaster,The Velvet Underground,Loaded,trackdone,trackdone,FALSE,FALSE,Wed,Aug,2016
5MIjLrGCsgIjLPRkmbAtRJ,24-08-2016,iOS,310506,New Age - Full Length Version; 2015 Remaster,The Velvet Underground,Loaded,trackdone,trackdone,FALSE,FALSE,Wed,Aug,2016
59RpnSj9D7LG1Yo1LVjzF5,24-08-2016,iOS,176893,Head Held High - 2015 Remaster,The Velvet Underground,Loaded,trackdone,trackdone,FALSE,FALSE,Wed,Aug,2016
6AzAWzsXXIChy2aulERrD0,24-08-2016,iOS,163920,Lonesome Cowboy Bill - 2015 Remaster,The Velvet Underground,Loaded,trackdone,trackdone,FALSE,FALSE,Wed,Aug,2016
63OJHHu2ambZAvdrvhdT2b,24-08-2016,iOS,255680,I Found a Reason - 2015 Remaster,The Velvet Underground,Loaded,trackdone,trackdone,FALSE,FALSE,Wed,Aug,2016
614hm8VctyMAHqjSs6wCpi,24-08-2016,iOS,201440,Train Round the Bend - 2015 Remaster,The Velvet Underground,Loaded,trackdone,trackdone,FALSE,FALSE,Wed,Aug,2016
4Wi6OrpIzvG0dRHN8pVuTs,24-08-2016,iOS,445186,Oh! Sweet Nuthin' - 2015 Remaster,The Velvet Underground,Loaded,trackdone,trackdone,FALSE,FALSE,Wed,Aug,2016
7r5aexlHurJOv1rekAAiZX,24-08-2016,iOS,173160,I'm Sticking With You - Session Outtake; 2015 Remaster,The Velvet Underground,Loaded,trackdone,trackdone,FALSE,FALSE,Wed,Aug,2016
4G7pL0F1ziduSe7SphEFNq,24-08-2016,iOS,191960,Magic Place,The Mud Howlers,Timeliness,trackdone,trackdone,TRUE,FALSE,Wed,Aug,2016
1evEO1ep4O4XDklg3baSqp,24-08-2016,iOS,267120,Age of Light,The Mud Howlers,Timeliness,trackdone,trackdone,TRUE,FALSE,Wed,Aug,2016
5Ua5p1wJRfvUcZS5OihCSn,24-08-2016,iOS,336920,Dust,The Mud Howlers,Timeliness,trackdone,trackdone,TRUE,FALSE,Wed,Aug,2016
50UcKeQ4F1TNIlveERFGJq,24-08-2016,iOS,197586,The Beast,The Mud Howlers,Timeliness,trackdone,trackdone,TRUE,FALSE,Wed,Aug,2016
1LCG1RdDz7XwMjbxdMGSpE,24-08-2016,iOS,199760,Menacing Mind,The Mud Howlers,Timeliness,trackdone,trackdone,TRUE,FALSE,Wed,Aug,2016
2rCB5HK3jZMabjE1YpYXb2,24-08-2016,iOS,193853,Pecan Tree,The Mud Howlers,Timeliness,trackdone,trackdone,TRUE,FALSE,Wed,Aug,2016
4iHpNk1FBOASh82463NKOA,24-08-2016,iOS,241040,Time Machine,The Mud Howlers,Timeliness,trackdone,trackdone,TRUE,FALSE,Wed,Aug,2016
7M6WXLkKmGhsULxYjIDuG9,24-08-2016,iOS,234346,Alchemist Gold,The Mud Howlers,Timeliness,trackdone,trackdone,TRUE,FALSE,Wed,Aug,2016
3xb9lf3XECjEwwzh0hGpz7,24-08-2016,iOS,236866,Hallucinations,The Mud Howlers,Timeliness,trackdone,trackdone,TRUE,FALSE,Wed,Aug,2016
04kaFiaV3JZt8BkIltXK75,24-08-2016,android,105991,Wouldn't It Be Nice,The Beach Boys,Pet Sounds,clickrow,unexpected-exit-while-paused,FALSE,FALSE,Wed,Aug,2016
505adiMkMfo80cg6HJtmWT,24-08-2016,android,349274,Maggot Brain,Funkadelic,Maggot Brain,clickrow,fwdbtn,FALSE,FALSE,Wed,Aug,2016
4zoQ3EqopTIGmK2c2rPV5t,24-08-2016,android,342066,Cause We've Ended as Lovers,Jeff Beck,Blow By Blow,fwdbtn,trackdone,FALSE,FALSE,Wed,Aug,2016
5W3em0DY0SekwzfSG9Fy4K,24-08-2016,android,302106,"Europa ""Earth's Cry Heaven's Smile""",Santana,Dance Of The Rainbow Serpent,trackdone,trackdone,FALSE,FALSE,Wed,Aug,2016
2FO2Z7K49PcfQVs6Mghrqp,24-08-2016,android,288514,Riviera Paradise,Stevie Ray Vaughan,The Essential Stevie Ray Vaughan And Double Trouble,trackdone,endplay,FALSE,FALSE,Wed,Aug,2016
0mCn1MFIDFtUfi0eBnLH3q,24-08-2016,iOS,0,With Me Tonight - Remastered 2001,The Beach Boys,Smiley Smile,clickrow,endplay,FALSE,FALSE,Wed,Aug,2016
